2024-06-17 16:26:47.030 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:23.243 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:23.291 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:23.300 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73a3f5b0> is not in list
2024-06-17 16:27:23.350 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:23.398 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b786c8820> is not in list
2024-06-17 16:27:23.400 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:23.470 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:23.477 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78e74100> is not in list
2024-06-17 16:27:23.532 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:23.580 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7398c250> is not in list
2024-06-17 16:27:23.581 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:23.638 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:23.705 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:23.760 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78c16dc0> is not in list
2024-06-17 16:27:23.761 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:23.815 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:23.878 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:23.914 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e64c0> is not in list
2024-06-17 16:27:23.914 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:23.969 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:24.030 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:24.067 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73b68a00> is not in list
2024-06-17 16:27:24.068 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:24.126 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:24.130 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373bfd0> is not in list
2024-06-17 16:27:24.179 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:24.218 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b739feb20> is not in list
2024-06-17 16:27:24.219 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:24.266 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:24.270 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b739feb20> is not in list
2024-06-17 16:27:24.315 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:24.345 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b739feb20> is not in list
2024-06-17 16:27:24.359 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365b1c0> is not in list
2024-06-17 16:27:24.359 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:24.411 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:24.463 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:24.489 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73a09a60> is not in list
2024-06-17 16:27:24.502 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78a79f10> is not in list
2024-06-17 16:27:24.503 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:24.560 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:24.613 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:24.641 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73717fd0> is not in list
2024-06-17 16:27:24.654 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788f8d90> is not in list
2024-06-17 16:27:24.654 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:24.707 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:24.766 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:24.801 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b789026d0> is not in list
2024-06-17 16:27:24.813 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784015b0> is not in list
2024-06-17 16:27:24.814 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:25.115 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:25.119 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784015b0> is not in list
2024-06-17 16:27:25.171 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:25.205 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784015b0> is not in list
2024-06-17 16:27:25.215 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788f8f10> is not in list
2024-06-17 16:27:25.216 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:25.286 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:25.334 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:25.369 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d1c580> is not in list
2024-06-17 16:27:25.379 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d74ac0> is not in list
2024-06-17 16:27:25.380 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:25.433 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:25.438 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b737e18b0> is not in list
2024-06-17 16:27:25.489 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:25.531 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b737e18b0> is not in list
2024-06-17 16:27:25.543 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7827de20> is not in list
2024-06-17 16:27:25.545 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:25.596 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:25.600 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784dd880> is not in list
2024-06-17 16:27:25.650 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:25.681 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784dd880> is not in list
2024-06-17 16:27:25.691 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef700> is not in list
2024-06-17 16:27:25.692 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:25.747 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:25.751 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78b16370> is not in list
2024-06-17 16:27:25.807 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:25.843 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78b16370> is not in list
2024-06-17 16:27:25.852 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7827d220> is not in list
2024-06-17 16:27:25.853 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:25.901 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:25.905 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7321a3a0> is not in list
2024-06-17 16:27:25.956 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:25.997 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7321a3a0> is not in list
2024-06-17 16:27:26.007 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7321ab80> is not in list
2024-06-17 16:27:26.008 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:26.056 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:26.060 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78619190> is not in list
2024-06-17 16:27:26.119 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:26.154 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78619190> is not in list
2024-06-17 16:27:26.164 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373b550> is not in list
2024-06-17 16:27:26.165 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:26.212 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:26.216 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78d66100> is not in list
2024-06-17 16:27:26.262 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:26.291 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78d66100> is not in list
2024-06-17 16:27:26.301 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784ae280> is not in list
2024-06-17 16:27:26.302 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:26.356 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:26.360 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78619f40> is not in list
2024-06-17 16:27:26.412 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:26.442 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78619f40> is not in list
2024-06-17 16:27:26.452 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373b700> is not in list
2024-06-17 16:27:26.453 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:26.500 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:26.504 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373ba00> is not in list
2024-06-17 16:27:26.553 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:26.581 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7373ba00> is not in list
2024-06-17 16:27:26.591 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73fcc2e0> is not in list
2024-06-17 16:27:26.592 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:26.648 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:26.651 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78468730> is not in list
2024-06-17 16:27:26.707 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:26.736 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78468730> is not in list
2024-06-17 16:27:26.746 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784b3b80> is not in list
2024-06-17 16:27:26.747 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:26.811 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:26.817 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d1c4f0> is not in list
2024-06-17 16:27:26.881 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:26.910 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d1c4f0> is not in list
2024-06-17 16:27:26.920 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78ca8cd0> is not in list
2024-06-17 16:27:26.921 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:26.972 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:26.976 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78ca8d90> is not in list
2024-06-17 16:27:27.028 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W051-010B'
2024-06-17 16:27:27.055 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78ca8d90> is not in list
2024-06-17 16:27:27.066 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788f8ca0> is not in list
2024-06-17 16:27:27.066 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:27.116 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:27.120 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365bf70> is not in list
2024-06-17 16:27:27.391 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:27.423 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365bf70> is not in list
2024-06-17 16:27:27.438 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e61c0> is not in list
2024-06-17 16:27:27.439 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:27.506 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:27.510 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73fcccd0> is not in list
2024-06-17 16:27:27.561 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:27.588 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73fcccd0> is not in list
2024-06-17 16:27:27.598 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b784dd5b0> is not in list
2024-06-17 16:27:27.600 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:27.658 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:27.662 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73fcccd0> is not in list
2024-06-17 16:27:27.711 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:27.740 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73fcccd0> is not in list
2024-06-17 16:27:27.750 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef5b0> is not in list
2024-06-17 16:27:27.751 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:27.804 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:27.808 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78c161c0> is not in list
2024-06-17 16:27:27.859 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W052-004'
2024-06-17 16:27:27.886 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78c161c0> is not in list
2024-06-17 16:27:27.895 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788efcd0> is not in list
2024-06-17 16:27:27.896 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:27.960 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:27.965 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d47310> is not in list
2024-06-17 16:27:28.018 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W051-010B'
2024-06-17 16:27:28.050 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d47310> is not in list
2024-06-17 16:27:28.059 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b731f4b80> is not in list
2024-06-17 16:27:28.060 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:28.139 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:28.143 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73cf8fd0> is not in list
2024-06-17 16:27:28.186 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W051-010B'
2024-06-17 16:27:28.215 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73cf8fd0> is not in list
2024-06-17 16:27:28.227 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73b68a30> is not in list
2024-06-17 16:27:28.228 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:27:28.289 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:27:28.293 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73c5ed90> is not in list
2024-06-17 16:27:28.341 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W051-010B'
2024-06-17 16:27:28.370 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73c5ed90> is not in list
